Brand,Nume,Pret_Nou,Pret_vechi,Marime,Gen,Data
NIKE,NIKE Pantofi sport NIKE AIR MAX THEA (GS),"236,88","329,00",36,copii,2019-11-03 17:46:10.580630

NIKE,NIKE Pantofi sport NIKE AIR MAX THEA SE (GS),"286,21","318,00",36,copii,2019-11-03 17:46:11.780551

NIKE,NIKE Pantofi sport NIKE AIR MAX VISION (GS),"399,99","399,99",35.5,copii,2019-11-03 17:46:13.134747

NIKE,NIKE Pantofi sport NIKE AIR MAX ZERO ESSENTIAL GS,"294,00","294,00",36,copii,2019-11-03 17:46:14.312259

NIKE,NIKE Pantofi sport NIKE AIR MAX ZERO SE (GS),"271,40","295,00",36.5,copii,2019-11-03 17:46:15.556387

NIKE,NIKE Pantofi sport NIKE CAPRI 3 MID LTR (GS),"170,00","170,00",36,copii,2019-11-03 17:46:16.807656

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW (GS),"229,99","229,99",38.5,copii,2019-11-03 17:46:18.166418

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW (GS),"229,99","229,99",37.5,copii,2019-11-03 17:46:19.410604

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW (GS),"219,99","220,00",35.5,copii,2019-11-03 17:46:20.902609

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW (GS),"127,00","127,00",37.5,copii,2019-11-03 17:46:22.042358

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW (GS),"127,00","127,00",37.5,copii,2019-11-03 17:46:23.467387

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW (GS),"229,99","229,99",35.5,copii,2019-11-03 17:46:26.001039

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW (PSV),"189,99","190,00",27.5,copii,2019-11-03 17:46:27.205958

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW (PSV),"189,99","190,00",33,copii,2019-11-03 17:46:28.946204

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW (PSV),"189,99","190,00",30,copii,2019-11-03 17:46:30.350046

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW (TDV),"149,99","149,99",23.5,copii,2019-11-03 17:46:31.730471

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW (TDV),"149,99","149,99",21,copii,2019-11-03 17:46:33.283771

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW (TDV),"149,99","149,99",21,copii,2019-11-03 17:46:34.780123

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW PE (GS),"151,00","151,00",36.5,copii,2019-11-03 17:46:36.270786

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH MID (GS),"279,99","280,00",36,copii,2019-11-03 17:46:37.609167

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH MID (GS),"279,99","280,00",36,copii,2019-11-03 17:46:39.138060

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH MID (PSV),"120,00","120,00",28.5,copii,2019-11-03 17:46:40.618785

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH MID (PSV),"111,36","128,00",33,copii,2019-11-03 17:46:42.081690

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH MID (TDV),"101,99","120,00",23.5,copii,2019-11-03 17:46:43.491666

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH MID (TDV),"112,00","112,00",22,copii,2019-11-03 17:46:45.093581

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH MID (TDV),"199,99","199,99",21,copii,2019-11-03 17:46:46.964903

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH MID (TDV),"199,99","199,99",21,copii,2019-11-03 17:46:48.360758

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH MID WNTR GS,"152,25","203,00",35.5,copii,2019-11-03 17:46:49.639604

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH MID WNTR GS,"152,25","203,00",35.5,copii,2019-11-03 17:46:51.037466

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH MID WTR PSV,"128,35","151,00",33,copii,2019-11-03 17:46:52.415577

NIKE,NIKE Pantofi sport NIKE COURT ROYALE (GS),"140,00","140,00",36.5,copii,2019-11-03 17:46:54.072026

NIKE,NIKE Pantofi sport NIKE COURT ROYALE (GS),"140,00","140,00",37.5,copii,2019-11-03 17:46:55.489769

NIKE,NIKE Pantofi sport NIKE COURT ROYALE (GS),"140,00","140,00",36,copii,2019-11-03 17:46:56.934359

NIKE,NIKE Pantofi sport NIKE COURT ROYALE (PSV),"112,00","112,00",33,copii,2019-11-03 17:46:58.433138

NIKE,NIKE Pantofi sport NIKE COURT ROYALE (PSV),"112,00","112,00",28,copii,2019-11-03 17:47:00.059847

NIKE,NIKE Pantofi sport NIKE COURT ROYALE (PSV),"112,00","112,00",33,copii,2019-11-03 17:47:01.504382

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 9 (GS),"140,40","156,00",36,copii,2019-11-03 17:47:03.145119

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 9 (GS),"140,40","156,00",36,copii,2019-11-03 17:47:04.725286

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 9 (GS),"132,60","156,00",35.5,copii,2019-11-03 17:47:06.603509

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 9 (GS),"239,99","239,99",36,copii,2019-11-03 17:47:08.089456

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 9 RW (GS),"259,99","259,99",35.5,copii,2019-11-03 17:47:10.481836

NIKE,NIKE Pantofi sport NIKE FLEX EXPERIENCE LTR (PSV),"117,00","117,00",28,copii,2019-11-03 17:47:12.337024

